Partner Name,Customer Account Name,Workload Name,Opportunity Name,Expert Requests,Customer Sub Region,Customer Micro Region,Primary Workload Pillar,Workload Progress,Begin Migration Date,Production Date,Annual Gross Revenue (ARR USD)
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hVrsEQAS/view"", ""Transelec S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tDqSOAU/view"", ""Gemini Enterprise"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000MLwm0IAD/view"", ""Transelec Gemini Enterprise for Data"")","ER-496259, ER-435477",Corporate,MCO CORP SUR,Build with AI,4.3: Migrated/Implemented,2026-01-21,2026-04-22,"45,900.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hoMr0QAE/view"", ""VTR Comunicaciones SpA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009t9nZOAQ/view"", ""VTR - Store Procedures"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000LhyrDIAR/view"", ""VTR Comunicaciones SpA - GCP - Devaid - Store Procedures"")",,MCO,Chile,Analytics,4.3: Migrated/Implemented,2025-08-01,2025-10-31,"100,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001lHigMQAS/view"", ""Sociedad Austral de Electricidad S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oVMxOAM/view"", ""Saesa - Data"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZDMYIA5/view"", ""Sociedad Austral de Electricidad S.A. - GCP"")","ER-412030, ER-432787",Corporate,MCO CORP SUR,Analytics,4.3: Migrated/Implemented,2025-08-30,2025-12-14,"100,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMjsHQAS/view"", ""CIAL - Consorcio Industrial de Alimentos S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009t63tOAA/view"", ""Cial Landing Zone"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JNCi1IAH/view"", ""CIAL - Consorcio Industrial de Alimentos S.A. - GCP (Devaid - LZ)"")",,Corporate,MCO CORP SUR,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-08-22,2025-10-27,"20,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001lHlfdQAC/view"", ""CGE"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009t4YaOAI/view"", ""GCE Procesamiento Imagenes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000LEYneIAH/view"", ""CGE - Procesamiento de Imagenes"")",,Corporate,MCO CORP SUR,Build with AI,4.3: Migrated/Implemented,2025-08-29,2025-12-26,"20,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hbjV6QAI/view"", ""SMU S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082BkiOAE/view"", ""[SMU] - Analitica avanzada y democratizacion de datos"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JaWOLIA3/view"", ""SMU - Advanced Analytics Democratization #DATAFAST #DAFAST"")",,MCO,Chile,Analytics,4.3: Migrated/Implemented,2025-09-29,2026-01-27,"150,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htuRrQAI/view"", ""Chilquinta Energia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009t0RWOAY/view"", ""Networking Arquitecture - Devaid"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KbCblIAF/view"", ""Chilquinta Energia S.A. - Google Cloud Platform - Devaid (NW Arq)#SalesCreditPOC"")",,Corporate,MCO CORP SUR,Networking,4.3: Migrated/Implemented,2025-12-12,2025-12-19,"8,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002MvX7JQAV/view"", ""ENTEL CALL CENTER S A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006ABrROAW/view"", ""[Entel contact Center] - AI - Análisis de audios fase expansion 2"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000cshY7QAI/view"", ""Devaid SPA / $786,826 TCV / 3 YR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000011PidKAE/view"", ""ER-456945"")",MCO,Chile,Developer AI Assistance,4.3: Migrated/Implemented,2025-08-11,2025-12-31,"200,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hVrsEQAS/view"", ""Transelec S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MUKXOA4/view"", ""Partner INterconnect resiliencia"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Kgm3zIAB/view"", ""Transelec Partner INterconnect resiliencia"")",,Corporate,MCO CORP SUR,Networking,4.3: Migrated/Implemented,2025-03-12,2025-03-19,"36,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hc0ZsQAI/view"", ""Essbio"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf00000827I1OAI/view"", ""Essbio - Datalake (Devaid)"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000cr3OUQAY/view"", ""Essbio -  RFP BI Analytics - TBD #DAFAST"")","ER-494087, ER-354180",Corporate,MCO CORP SUR,Analytics,3:  Proposal / Negotiation,2026-08-27,2026-10-27,"125,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMjsHQAS/view"", ""CIAL - Consorcio Industrial de Alimentos S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009ssEaOAI/view"", ""SAP RISE Sandbox #Q3CloseAcc"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JOJuUIAX/view"", ""CIAL - Google Cloud Platform #SAPGCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000LbtwKAC/view"", ""ER-353357"")",Corporate,MCO CORP SUR,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-08-29,2025-09-19,"60,000.00"
