Partner Name,Customer Account Name,Account Tier,Workload Name,Opportunity Name,Expert Requests,Customer Sub Region,Customer Micro Region,Primary Workload Pillar,Sales Play,Workload Solution,Workload Progress,Begin Migration Date,Production Date,Annual Gross Revenue (ARR USD),Capacity Status (DRP Readiness),Last Touch,Link
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hXy8VQAS/view"", ""Vulcabrás Azaléia S/A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dv9lOAA/view"", ""Vulcabras - Vertex AI"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NQuBpIAL/view"", ""#Vulcabrás Azaléia #Gemini #Outbound"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000PEMbKAO/view"", ""ER-444320"")",Corporate,BR CORP,Build with AI,Scale AI Apps and Agents,Drive Business Impact with Agents,3:  Proposal / Negotiation,2026-06-30,2026-07-29,"120,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hlw95QAA/view"", ""FINANZERO BRASIL SERVICOS ONLINE LTDA"")",3,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009odcPOAQ/view"", ""FINANZERO - Gemini"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000LjcJmIAJ/view"", ""Flex - Finanzero - 2026"")",,Brazil,Brazil DN,Migrate Modernize and Build,"Migrate, Modernize and Build",GKE/CloudRun,4.3: Migrated/Implemented,2026-01-11,2026-02-22,"30,000.00",🟢 Ready (5 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hlw95QAA/view"", ""FINANZERO BRASIL SERVICOS ONLINE LTDA"")",3,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009od35OAA/view"", ""FINANZERO - Flex"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000LjcJmIAJ/view"", ""Flex - Finanzero - 2026"")",,Brazil,Brazil DN,Migrate Modernize and Build,"Migrate, Modernize and Build",GKE/CloudRun,4.3: Migrated/Implemented,2026-01-04,2026-01-25,"25,000.00",🟢 Ready (5 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hff4DQAQ/view"", ""Blu Licenciamentos e Participacoes S/A"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009obKsOAI/view"", ""Grupo Dass #Azure to GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Op5clIAB/view"", ""[Grupo Dass] #Azure to GCP Q4"")",,Corporate,BR CORP,Migrate Modernize and Build,"Migrate, Modernize and Build",GKE/CloudRun,0-2: Tech Eval/Solution Dev,2026-11-06,2026-11-30,"120,000.00",🟢 Ready (5 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hkBIfQAM/view"", ""Casa Granado Laboratorios Farmacias e Drogarias S A"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082FKAOA2/view"", ""Granado I Data Normalization AI"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000L5g8aIAB/view"", ""Granado | Datalake"")",,Corporate,BR CORP,Build with AI,,Not a Solution,4.3: Migrated/Implemented,2025-09-15,2025-10-10,"61,128.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hkBIfQAM/view"", ""Casa Granado Laboratorios Farmacias e Drogarias S A"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082FK5OAM/view"", ""Granado I Bigquery"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000L5g8aIAB/view"", ""Granado | Datalake"")",,Corporate,BR CORP,Analytics,,Not a Solution,4.3: Migrated/Implemented,2025-09-15,2025-11-03,"11,604.00",🟡 Constrained (1 DRP Profile),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hrbt9QAA/view"", ""SWAP INSTITUICAO DE PAGAMENTO S.A."")",3,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oUddOAE/view"", ""SWAP | Flex (Agentspace)"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Jfj0WIAR/view"", ""SWAP - Flex Agreement"")",,Brazil,Brazil DN,Build with AI,,Not a Solution,4.3: Migrated/Implemented,2025-06-23,2025-08-15,"70,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hULydQAG/view"", ""Blu Licenciamentos e Participacoes S/A"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006A8hOOAS/view"", ""Osklen_VDI"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000bRKMvQAO/view"", ""Terras de Aventura (Osklen) #Inframode_GCP_Geo New Logo"")",,Corporate,BR CORP,Migrate Modernize and Build,"Migrate, Modernize and Build",GKE/CloudRun,4.3: Migrated/Implemented,2025-02-21,2025-02-28,"30,000.00",🟢 Ready (5 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hUEKQQA4/view"", ""PATRUS TRANSPORTES LTDA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZOMLOA4/view"", ""Projeto de Inovação - Patrus (tier1) #AIMBH26"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000ORNg5IAH/view"", ""Projeto de Inovação - Patrus (tier1) #AIMBH26"")",,Corporate,BR CORP,Build with AI,Gemini Enterprise for Customer Experience (Build with AI),AI Search & Specialized AI,0-2: Tech Eval/Solution Dev,2026-09-30,2026-09-30,"80,000.00",🟢 Ready (4 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htWqyQAE/view"", ""Valgroup"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eQoLOAU/view"", ""Valgroup - GE"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Of71uIAB/view"", ""Valgroup #GCP #GeminiEnterprise #MQL"")",,Corporate,BR CORP,Build with AI,Gemini Enterprise for Customer Experience (Build with AI),,3:  Proposal / Negotiation,2026-09-16,2026-09-29,"80,000.00",🟢 Ready (4 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htVWHQA2/view"", ""CLIMATEMPO ASSESSORIA E CONSULTORIA METEOROLOGICA LTDA."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eQONOA2/view"", ""Climatempo - CDP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Of5zsIAB/view"", ""CLIMATEMPO #GCP #CDP"")",,Corporate,BR CORP,Build with AI,,,3:  Proposal / Negotiation,2026-09-16,2026-09-24,"60,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htVnnQAE/view"", ""AeC Centro de Contatos S/A"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009ePrEOAU/view"", ""Fabrica de Agentes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OJSEUIA5/view"", ""Revisão da arquitetura para utilização de  Vertex AI e do Cloud Run"")",,Corporate,BR CORP,Build with AI,Lead the Agentic Workplace Transformation (Gemini Enterprise),Not a Solution,4.1: Pre Ramp / Mobilize,2026-08-06,2026-10-05,"95,000.00",🟡 Constrained (1 DRP Profile),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWlDEQA0/view"", ""Embraco"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009ePVcOAM/view"", ""[Nidec] #Gemini Enterprise | 1000 seats"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000PWQjdIAH/view"", ""[Embraco/Nidec] #Gemini Enterprise | 1000 seats"")",,Corporate,BR CORP,Build with AI,Lead the Agentic Workplace Transformation (Gemini Enterprise),Gemini Enterprise,0-2: Tech Eval/Solution Dev,2026-09-30,2026-10-16,"188,000.00",🟡 Constrained (1 DRP Profile),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001yS2OXQA0/view"", ""Redrive"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009WCjbOAG/view"", ""Redrive #IA #GCP #OUT"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OpVupIAF/view"", ""Redrive  #IA #GCP #OUT"")",,Corporate,BR CORP,Build with AI,Scale AI Apps and Agents,Not a Solution,0-2: Tech Eval/Solution Dev,2026-11-30,2026-12-30,"15,000.00",🟢 Ready (4 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htVnnQAE/view"", ""AeC Centro de Contatos S/A"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZLhwOAG/view"", ""Assessment de Banco de dados - Mongo para Firestone #TDSYNNEX_NY_EXPEDITION_26"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OFZXkIAP/view"", ""Assessment de Banco de dados - Mongo para Firestone #TDSYNNEX_NY_EXPEDITION_26"")",,Corporate,BR CORP,Migrate and Modernize Databases,"Migrate, Modernize, and Build with Data Cloud (Databases)","Move to Managed Databases (Homogeneous - Cloud SQL, AlloyDB, Firestore)",3:  Proposal / Negotiation,2026-09-16,2026-09-16,"120,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hUEKQQA4/view"", ""PATRUS TRANSPORTES LTDA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZLXBOA4/view"", ""Patrus: Looker"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OeyZdIAJ/view"", ""Patrus: Looker"")",,Corporate,BR CORP,Migrate Modernize and Build,"Migrate, Modernize and Build",,0-2: Tech Eval/Solution Dev,2026-09-07,2026-09-18,"50,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htVnnQAE/view"", ""AeC Centro de Contatos S/A"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZL8rOAG/view"", ""Fabrica de Agentes : Consumo Gemini Plataform"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OJSEUIA5/view"", ""Revisão da arquitetura para utilização de  Vertex AI e do Cloud Run"")",,Corporate,BR CORP,Build with AI,Gemini Enterprise for Customer Experience (Build with AI),AI Search & Specialized AI,0-2: Tech Eval/Solution Dev,2026-09-18,2026-11-06,"200,000.00",🟢 Ready (4 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htWqyQAE/view"", ""Valgroup"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kJ6aOAE/view"", ""Plantas - Rollout"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OAakHIAT/view"", ""Modernizacao Industria - Valgroup"")",,Corporate,BR CORP,Migrate Modernize and Build,"Migrate, Modernize and Build",Not a Solution,0-2: Tech Eval/Solution Dev,2026-10-30,2026-11-18,"700,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htWqyQAE/view"", ""Valgroup"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kJ6VOAU/view"", ""Plantas - Lorena e Itamonte"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OAakHIAT/view"", ""Modernizacao Industria - Valgroup"")",,Corporate,BR CORP,Migrate Modernize and Build,"Migrate, Modernize and Build",Not a Solution,0-2: Tech Eval/Solution Dev,2026-09-22,2026-11-02,"500,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hKIowQAG/view"", ""Intelbrás S/A Indústria de Telecomunicações Eletrônica Brasileira"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kJ6LOAU/view"", ""Agent - Atendimento"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OAajlIAD/view"", ""Intelbras - Modernizacao (Negocios / Comercial)"")",,Corporate,BR CORP,Developer AI Assistance,Developer AI Assistance,Developer AI Assistance,0-2: Tech Eval/Solution Dev,2026-10-06,2026-10-29,"400,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hKIowQAG/view"", ""Intelbrás S/A Indústria de Telecomunicações Eletrônica Brasileira"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kJ5XOAU/view"", ""Jornada Comercial / Atendimento"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OAajlIAD/view"", ""Intelbras - Modernizacao (Negocios / Comercial)"")",,Corporate,BR CORP,Migrate Modernize and Build,"Migrate, Modernize and Build",GKE/CloudRun,0-2: Tech Eval/Solution Dev,2026-08-24,2026-10-20,"300,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hW5IBQA0/view"", ""AutoGlass"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kIu0OAE/view"", ""AutoGlass - Abertura Sinistro"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000PFFJjIAP/view"", ""AutoGlass -  Abertura de Sinistro"")",,Corporate,BR CORP,Customer Engagement,Gemini Enterprise for Customer Experience (Customer Engagement),Customer Experience Agent Studio,3:  Proposal / Negotiation,2026-08-18,2026-09-08,"82,000.00",🟢 Ready (4 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hUEKQQA4/view"", ""PATRUS TRANSPORTES LTDA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZIkAOAW/view"", ""Projeto de Inovação - Patrus (tier1)"")",,,Corporate,BR CORP,Build with AI,,,0-2: Tech Eval/Solution Dev,2026-08-28,2026-10-28,"80,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hKIowQAG/view"", ""Intelbrás S/A Indústria de Telecomunicações Eletrônica Brasileira"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eLB4OAM/view"", ""Intelbrás - GenBI - GECX"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000PFFOPIA5/view"", ""Intelbrás - GenBI"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000TaApKAK/view"", ""ER-504118"")",Corporate,BR CORP,Build with AI,Gemini Enterprise for Customer Experience (Build with AI),,3:  Proposal / Negotiation,2026-08-26,2026-09-16,"108,000.00",🟢 Ready (4 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htWqyQAE/view"", ""Valgroup"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kIK2OAM/view"", ""Modernizacao Industria"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OAakHIAT/view"", ""Modernizacao Industria - Valgroup"")",,Corporate,BR CORP,Build with AI,Lead the Agentic Workplace Transformation (Gemini Enterprise),,3:  Proposal / Negotiation,2026-09-25,2026-10-29,"350,000.00",🟡 Constrained (1 DRP Profile),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hKIowQAG/view"", ""Intelbrás S/A Indústria de Telecomunicações Eletrônica Brasileira"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kIJxOAM/view"", ""Intelbras - Modernizacao Industria - Negocios"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OAajlIAD/view"", ""Intelbras - Modernizacao (Negocios / Comercial)"")",,Corporate,BR CORP,Migrate Modernize and Build,"Migrate, Modernize and Build",,0-2: Tech Eval/Solution Dev,2026-09-24,2026-10-28,"250,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hW5IBQA0/view"", ""AutoGlass"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eKa8OAE/view"", ""AutoGlass - Gemini Platform (VertexAI) - Marketing Digital"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000PFFHKIA5/view"", ""AutoGlass - Marketing Digital - VertexAI"")",,Corporate,BR CORP,Migrate Modernize and Build,"Migrate, Modernize and Build",,3:  Proposal / Negotiation,2026-09-30,2026-10-15,"49,605.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hanH8QAI/view"", ""Omnibees Marketing e Distribuição Hotelaria EIRELI"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZFnjOAG/view"", ""OMNIBEES - GEMINI ENTERPRISE"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000PFTfpIAH/view"", ""OMNIBEES #GEMINI ENTERPRISE #GCP #OUT"")",,Corporate,BR CORP,Build with AI,,,0-2: Tech Eval/Solution Dev,2026-07-31,2026-08-31,"15,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hKIowQAG/view"", ""Intelbrás S/A Indústria de Telecomunicações Eletrônica Brasileira"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZEMcOAO/view"", ""Intelbras - GEGX"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Op9pYIAR/view"", ""Intelbrás S/A #GCP #GECX"")",,Corporate,BR CORP,Build with AI,Lead the Agentic Workplace Transformation (Gemini Enterprise),Gemini Enterprise,3:  Proposal / Negotiation,2026-08-31,2026-09-30,"110,000.00",🟡 Constrained (1 DRP Profile),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001qqD1qQAE/view"", ""OPERADOR NACIONAL DO SISTEMA DE REGISTRO ELETRONICO DE IMOVEIS - ONR"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eD5cOAE/view"", ""GE_ONR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Oow08IAB/view"", ""Gemini Ent_ONR #TDSYNNEX_NY_EXPEDITION_26"")",,Corporate,BR CORP,Build with AI,Scale AI Apps and Agents,Not a Solution,3:  Proposal / Negotiation,2026-10-01,2026-12-31,"50,000.00",🟢 Ready (4 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWlDEQA0/view"", ""Embraco"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tdCmOAI/view"", ""[Embraco | Nidec] #Projetos de IA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OElBMIA1/view"", ""[Embraco | Nidec] #Data & Analytics TDSYNNEX_NY_EXPEDITION_26"")",,Corporate,BR CORP,Build with AI,"Your Business, Your Models",Agent and Model Platform,3:  Proposal / Negotiation,2026-08-15,2026-08-28,"90,000.00",🟢 Ready (4 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hc6D8QAI/view"", ""Protege S/A Serviços Especiais"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e82bOAA/view"", ""Protege - Gemini Enterprise"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OTFaHIAX/view"", ""Protege - Gemini Enterprise"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000TYi6KAG/view"", ""ER-497825"")",Corporate,BR CORP,Build with AI,Lead the Agentic Workplace Transformation (Gemini Enterprise),Gemini Enterprise,3:  Proposal / Negotiation,2026-08-27,2026-09-30,"150,000.00",🟡 Constrained (1 DRP Profile),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hKEpfQAG/view"", ""Tegma Gestão Logística S/A"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e89NOAQ/view"", ""tegma - Gemini Enterprise"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NSWQ6IAP/view"", ""Tegma Gestão Logística S/A #GCP #OUT #GeminiEnterprise"")",,Corporate,BR CORP,Customer Engagement,Gemini Enterprise for Customer Experience (Customer Engagement),Customer Experience Insights,0-2: Tech Eval/Solution Dev,2026-10-23,2026-12-11,"18,000.00",🟢 Ready (4 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hfmrYQAQ/view"", ""Banco Bocom BBM"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e7OEOAY/view"", ""Banco Bocom BBM - Gemini Enterprise"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OTe2OIAT/view"", ""BANCO BOCOM # GEMINI ENTERPRISE"")",,Corporate,BR CORP,Build with AI,,,0-2: Tech Eval/Solution Dev,2026-08-31,2026-09-30,"20,000.00",🔴 Capacity Gap (0 DRP Profiles),,
