Partner Name,Customer Account Name,Account Tier,Workload Name,Opportunity Name,Expert Requests,Customer Sub Region,Customer Micro Region,Primary Workload Pillar,Sales Play,Workload Solution,Workload Progress,Begin Migration Date,Production Date,Annual Gross Revenue (ARR USD),Capacity Status (DRP Readiness),Last Touch,Link
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hSz4IQAS/view"", ""CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA COMFAMA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009td7IOAQ/view"", ""FY26 #Comfama #Bigquery #Datos Limpios"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OnoI1IAJ/view"", ""FY26-Q2 #Outbound #Comfama #Bigquery #Datos Limpios"")",,Corporate,MCO CORP NORTE,Analytics,"Migrate, Modernize, and Build with Data Cloud (Analytics)",Multi-Modal Data Processing & Multi-Cloud (Lakehouse),3:  Proposal / Negotiation,2026-09-17,2026-12-17,"60,000.00",🟢 Ready (7 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRudBQAS/view"", ""Tenpo SpA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eCArOAM/view"", ""infraestructura Tenpo Banking"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Oo2JEIAZ/view"", ""Tenpo Banking Infraestructure"")",,Corporate,MCO CORP SUR,Migrate Modernize and Build,"Migrate, Modernize and Build",Not a Solution,0-2: Tech Eval/Solution Dev,2026-09-08,2026-12-30,"380,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRudBQAS/view"", ""Tenpo SpA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eCCJOA2/view"", ""Mambu on GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Oo2K2IAJ/view"", ""Mambu en GCP"")",,Corporate,MCO CORP SUR,Migrate Modernize and Build,"Migrate, Modernize and Build",Not a Solution,0-2: Tech Eval/Solution Dev,2026-10-15,2026-12-29,"300,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRudBQAS/view"", ""Tenpo SpA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eCGGOA2/view"", ""Gemini Enterprise Full Tenpo"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Oo66xIAB/view"", ""Gemini Enterprise Tenpo"")",,Corporate,MCO CORP SUR,Build with AI,,,0-2: Tech Eval/Solution Dev,2026-09-01,2026-11-19,"70,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hiPL6QAM/view"", ""BANCO MUNDO MUJER SA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tcVsOAI/view"", ""FY26Q2 #Banco Mundo Mujer #Gemini Enterprise #Iniciativas de IA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OmpFZIAZ/view"", ""FY26Q2 #Outbound #Banco Mundo Mujer #Gemini Enterprise #Iniciativas de IA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000PR5iKAG/view"", ""ER-473320"")",Corporate,MCO CORP NORTE,Build with AI,Lead the Agentic Workplace Transformation (Gemini Enterprise),Gemini Enterprise,0-2: Tech Eval/Solution Dev,2026-08-28,2026-10-08,"84,000.00",🟢 Ready (3 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hVyLmQAK/view"", ""Cooperativa del Personal de la Universidad de Chile Ltda"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082SNbOAM/view"", ""Copeuch - WL Gem.Enterprise - Axmos"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000N5v1OIAR/view"", ""Copeuch - Gemin Enterprise - Axmos"")",,Corporate,MCO CORP SUR,Build with AI,Lead the Agentic Workplace Transformation (Gemini Enterprise),Gemini Enterprise,0-2: Tech Eval/Solution Dev,2026-08-10,2026-11-30,"40,000.00",🟢 Ready (3 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002RRZSjQAP/view"", ""Grupo Celima Trebol"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082R4sOAE/view"", ""Celima | Data Analytics BQ"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OSjrAIAT/view"", ""grupo Celima#GCP #Data Analitica"")","ER-496430, ER-506715",Corporate,MCO CORP CCA,Analytics,,,0-2: Tech Eval/Solution Dev,2026-11-30,2026-12-31,"50,000.00",🟢 Ready (7 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPLjQAO/view"", ""Centro de Compensacion Automatizado S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009duolOAA/view"", ""CCA Vertex AI para desarrollo"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NftrQIAR/view"", ""CCA Iniciativas AI"")",,Corporate,MCO CORP SUR,Build with AI,"Your Business, Your Models",Agent and Model Platform,0-2: Tech Eval/Solution Dev,2026-09-09,2026-11-25,"105,000.00",🟢 Ready (5 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPLjQAO/view"", ""Centro de Compensacion Automatizado S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dumgOAA/view"", ""Seguridad ambiente productivo CCA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Nfs0eIAB/view"", ""CCA Seguridad ambientes productivos"")",,Corporate,MCO CORP SUR,Security,Security,Security Workload,0-2: Tech Eval/Solution Dev,2026-11-19,2027-03-18,"85,000.00",🟢 Ready (11 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPLjQAO/view"", ""Centro de Compensacion Automatizado S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dunOOAQ/view"", ""Data Analytics CCA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NfshjIAB/view"", ""CCA Data Analytics"")",,Corporate,MCO CORP SUR,Analytics,"Migrate, Modernize, and Build with Data Cloud (Analytics)",Migrate Data Warehouses to BigQuery,0-2: Tech Eval/Solution Dev,2026-09-02,2026-11-25,"65,000.00",🟢 Ready (7 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMxFUQA0/view"", ""Mudango"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tKspOAE/view"", ""Incremental Revenue Axmos"")",,,Corporate,MCO CORP SUR,,,,4.3: Migrated/Implemented,2025-08-20,2025-09-01,"24,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRudBQAS/view"", ""Tenpo SpA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oWeTOAU/view"", ""Tenpo -  SCC Premium"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000LhzarIAB/view"", ""Tenpo B2C#GCP#Cloud Identity Migration"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000001189WKAQ/view"", ""ER-395703"")",Corporate,MCO CORP SUR,Security,Secure Innovation with Google Cloud,Security Workload,4.3: Migrated/Implemented,2026-03-10,2026-04-29,"25,000.00",🟢 Ready (11 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hefCEQAY/view"", ""Chazki"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf00000829NwOAI/view"", ""Chazki - Azure to GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KpCE1IAN/view"", ""CHAZKI CLOUD CONSOLIDATION (AWS+Azure) #INFRAMOD"")",,Corporate,MCO CORP CCA,Migrate Modernize and Build,"Migrate, Modernize and Build",Mainframe,4.3: Migrated/Implemented,2025-08-04,2025-10-27,"15,000.00",🟢 Ready (14 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPLjQAO/view"", ""Centro de Compensacion Automatizado S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MUJKOA4/view"", ""parter interconnect - PIT"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Kglv2IAB/view"", ""CCA - Partner inteconnect"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000LbtxKAC/view"", ""ER-353359"")",Corporate,MCO CORP SUR,Networking,,,4.3: Migrated/Implemented,2025-03-27,2025-03-30,"18,000.00",🟢 Ready (14 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRudBQAS/view"", ""Tenpo SpA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006A8kDOAS/view"", ""Managed Database Tenpo"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JBvL8IAL/view"", ""Tenpo Database Migration Azure SQL to Manage Database #LAM"")",,Corporate,MCO CORP SUR,Migrate and Modernize Databases,"Migrate, Modernize, and Build with Data Cloud (Apigee)","Modernize Legacy Databases (Heterogeneous - SQL Server, Oracle etc.)",4.3: Migrated/Implemented,2025-02-20,2025-04-20,"240,000.00",🟢 Ready (6 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hReHaQAK/view"", ""Empresa Nacional de Energia Enex S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZLF4OAO/view"", ""Enex Licencias de GE"")",,,Corporate,MCO CORP SUR,Build with AI,Lead the Agentic Workplace Transformation (Gemini Enterprise),Gemini Enterprise,0-2: Tech Eval/Solution Dev,2026-10-23,2026-11-20,"40,000.00",🟢 Ready (2 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hu4UaQAI/view"", ""Sociedad Austral de Electricidad S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZDyzOAG/view"", ""Fotografias Medidores SAESA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Omp5KIAR/view"", ""Aceleracion procesos fotografia AI"")",,Corporate,MCO CORP SUR,Storage,Cross Sales Play Solutions (Storage),Storage,4.3: Migrated/Implemented,2026-05-01,2026-06-30,"15,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001lHigMQAS/view"", ""Sociedad Austral de Electricidad S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eCFrOAM/view"", ""Gemini Entperprise Full company Saesa"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Oo5guIAB/view"", ""Gemini Enterprise full company"")",,Corporate,MCO CORP SUR,Build with AI,Lead the Agentic Workplace Transformation (Gemini Enterprise),Gemini Enterprise,0-2: Tech Eval/Solution Dev,2027-03-18,2027-05-31,"400,000.00",🟢 Ready (2 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hVrsEQAS/view"", ""Transelec S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eC7nOAE/view"", ""Crecimiento G.E Transelec"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Ons3iIAB/view"", ""Crecimiento G.E Transelec"")",,Corporate,MCO CORP SUR,,,,0-2: Tech Eval/Solution Dev,2026-10-22,2026-11-20,"150,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001lHlfdQAC/view"", ""CGE"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eBuyOAE/view"", ""CGE - Gemini Enterprise + Agentes IA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OmPQ0IAN/view"", ""CGE - 3000 seats Gemini Enterprise + Agentes IA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000PU7mKAG/view"", ""ER-480544"")",Corporate,MCO CORP SUR,Build with AI,Scale AI Apps and Agents,Drive Business Impact with Agents,3:  Proposal / Negotiation,2026-11-20,2026-12-25,"360,000.00",🟡 Constrained (1 DRP Profile),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hu4UaQAI/view"", ""Sociedad Austral de Electricidad S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eAwsOAE/view"", ""AI Analitica fotos"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Omp5KIAR/view"", ""Aceleracion procesos fotografia AI"")",,Corporate,MCO CORP SUR,Analytics,The Agentic Data Cloud,Data Agents & Tooling,3:  Proposal / Negotiation,2026-08-17,2026-09-14,"93,000.00",🟢 Ready (11 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hc0ZsQAI/view"", ""Essbio"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082QcyOAE/view"", ""ESSBIO - WL AI iniciativas 2026 - Devaid"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000ORMTeIAP/view"", ""Oportunidad 2026 - ESSBIO"")",,Corporate,MCO CORP SUR,Build with AI,Gemini Enterprise for Customer Experience (Build with AI),AI Search & Specialized AI,0-2: Tech Eval/Solution Dev,2026-06-23,2026-07-31,"66,588.00",🟡 Constrained (1 DRP Profile),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hhdVzQAI/view"", ""Administradora de Fondos de Pensiones Habitat S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082OFTOA2/view"", ""Habitat - WL - Analitica (Devaid)"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000ODXTfIAP/view"", ""AFP Habitat - Data Anlitica de llamadas (Devaid)"")",,Corporate,MCO CORP SUR,Analytics,The Agentic Data Cloud,Data Agents & Tooling,0-2: Tech Eval/Solution Dev,2026-08-19,2026-12-21,"23,000.00",🟡 Constrained (1 DRP Profile),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hReHaQAK/view"", ""Empresa Nacional de Energia Enex S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dymeOAA/view"", ""Enex - Visualización de Camiones"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OE4WxIAL/view"", ""Enex - Visualización de Camiones en Tiempo Real dentro de una Geocerca (Devaid)"")",,Corporate,MCO CORP SUR,Analytics,"Migrate, Modernize, and Build with Data Cloud (Analytics)",Not a Solution,3:  Proposal / Negotiation,2026-10-23,2026-11-20,"99,600.00",🟡 Constrained (1 DRP Profile),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hc3GPQAY/view"", ""Aza"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dyoBOAQ/view"", ""Aza Agentes Devaid IA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000O0E6qIAF/view"", ""Aza Agentes Devaid IA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000PaAwKAK/view"", ""ER-494856"")",Corporate,MCO CORP SUR,Build with AI,Scale AI Apps and Agents,Drive Business Impact with Agents,4.1: Pre Ramp / Mobilize,2026-04-24,2026-05-29,"30,000.00",🟡 Constrained (1 DRP Profile),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htuRrQAI/view"", ""Chilquinta Energia S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dxbdOAA/view"", ""Chilquinta Procesamiento de Audios Devaid"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Lj8TVIAZ/view"", ""Chilquinta Energia S.A. - GCP - procesamiento audio"")",,Corporate,MCO CORP SUR,Build with AI,"Your Business, Your Models",Agent and Model Platform,0-2: Tech Eval/Solution Dev,2026-10-09,2026-11-13,"68,000.00",🟡 Constrained (1 DRP Profile),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001tIBJLQA4/view"", ""Cemento Polpaico S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dxapOAA/view"", ""Polpaico - POC Forecasting AutoML y BigqueryML#SalesCreditPOC"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NwzJ4IAJ/view"", ""Polpaico - POC Forecasting AutoML y BigqueryML#SalesCreditPOC"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000ttroKAA/view"", ""ER-465405"")",Corporate,MCO CORP SUR,Analytics,"Migrate, Modernize, and Build with Data Cloud (Analytics)",Migrate Data Warehouses to BigQuery,3:  Proposal / Negotiation,2026-08-31,2026-09-30,"45,000.00",🟢 Ready (11 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001lHigMQAS/view"", ""Sociedad Austral de Electricidad S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dumkOAA/view"", ""Winback Frabric - Saesa"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Nfs01IAB/view"", ""SAESA Winback Frabric"")",,Corporate,MCO CORP SUR,Migrate Modernize and Build,"Migrate, Modernize and Build",Microsoft,0-2: Tech Eval/Solution Dev,2026-09-03,2026-12-17,"150,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hVrsEQAS/view"", ""Transelec S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dunJOAQ/view"", ""Iniciativas AI Vertex"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NfseKIAR/view"", ""Transelec Iniciativas AI"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000PP9sKAG/view"", ""ER-468695"")",Corporate,MCO CORP SUR,Build with AI,"Your Business, Your Models",Agent and Model Platform,4.3: Migrated/Implemented,2026-02-10,2026-04-29,"150,000.00",🟡 Constrained (1 DRP Profile),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hVrsEQAS/view"", ""Transelec S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dumuOAA/view"", ""Cloud Security Transelec"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NfsGrIAJ/view"", ""Transelec Cloud Security"")",,Corporate,MCO CORP SUR,Security,Security,Security Workload,0-2: Tech Eval/Solution Dev,2026-10-19,2026-11-25,"105,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001lHigMQAS/view"", ""Sociedad Austral de Electricidad S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dunEOAQ/view"", ""Vertex AI"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NfsYqIAJ/view"", ""SAESA  iniciativas Vertex AI"")",,Corporate,MCO CORP SUR,Build with AI,"Your Business, Your Models",Agent and Model Platform,0-2: Tech Eval/Solution Dev,2026-10-20,2026-12-20,"75,000.00",🟡 Constrained (1 DRP Profile),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001lHlfdQAC/view"", ""CGE"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tJ0sOAE/view"", ""CGE - Regulatorio Imagenes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Mz9KcIAJ/view"", ""CGE Regulatorio Imagenes"")",,Corporate,MCO CORP SUR,Build with AI,Leverage Generative Media in your Business,Generative Media,4.3: Migrated/Implemented,2026-03-31,2026-06-26,"30,000.00",🟡 Constrained (1 DRP Profile),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hVrsEQAS/view"", ""Transelec S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tDqSOAU/view"", ""Gemini Enterprise"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000MLwm0IAD/view"", ""Transelec Gemini Enterprise for Data"")","ER-496259, ER-435477",Corporate,MCO CORP SUR,Build with AI,,Not a Solution,4.3: Migrated/Implemented,2026-01-21,2026-04-22,"45,900.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001lHigMQAS/view"", ""Sociedad Austral de Electricidad S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oVMxOAM/view"", ""Saesa - Data"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZDMYIA5/view"", ""Sociedad Austral de Electricidad S.A. - GCP"")","ER-412030, ER-432787",Corporate,MCO CORP SUR,Analytics,,,4.3: Migrated/Implemented,2025-08-30,2025-12-14,"100,000.00",🟢 Ready (11 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMjsHQAS/view"", ""CIAL - Consorcio Industrial de Alimentos S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009t63tOAA/view"", ""Cial Landing Zone"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JNCi1IAH/view"", ""CIAL - Consorcio Industrial de Alimentos S.A. - GCP (Devaid - LZ)"")",,Corporate,MCO CORP SUR,Migrate Modernize and Build,"Migrate, Modernize and Build",Mainframe,4.3: Migrated/Implemented,2025-08-22,2025-10-27,"20,000.00",🔴 Capacity Gap (0 DRP Profiles),,
