Partner Name,Pillar,Solution (Sales Play),Product,Tier 1 Profiles Count,Tier 2 Profiles Count,Total Tier 1 & 2 Profiles,Capacity Status (DRP vs Workloads)
Comercializadora Zenta Group SPA,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,,3,3,🟢 Ready (3 profiles)
Comercializadora Zenta Group SPA,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,,3,3,🟢 Ready (3 DRP / 1 wkls)
Comercializadora Zenta Group SPA,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,,3,3,🟡 Constrained (3 DRP / 8 wkls)
Comercializadora Zenta Group SPA,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,,3,3,🟢 Ready (3 profiles)
Comercializadora Zenta Group SPA,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Data & Analytics,The AI Ready Data Cloud,BigQuery,,,,🔴 Gap (0 DRP / 2 wkls)
Comercializadora Zenta Group SPA,Data & Analytics,The AI Ready Data Cloud,Dataflow,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Data & Analytics,The AI Ready Data Cloud,Looker,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,🔴 Gap (0 DRP / 3 wkls)
Comercializadora Zenta Group SPA,Databases,The AI Ready Data Cloud,Cloud SQL,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,🔴 Gap (0 DRP / 1 wkls)
Comercializadora Zenta Group SPA,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,2,2,🟢 Ready (2 profiles)
Comercializadora Zenta Group SPA,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,1,1,2,🟢 Ready (2 profiles)
Comercializadora Zenta Group SPA,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
Comercializadora Zenta Group SPA,Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Application Modernization,"Migrate, Modernize and Build",Cloud Run,,1,1,🟢 Ready (1 profiles)
Consiti (Consultoría y Soluciones Informáticas),Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,,,🔴 Gap (0 DRP / 5 wkls)
Consiti (Consultoría y Soluciones Informáticas),Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 1 wkls)
Consiti (Consultoría y Soluciones Informáticas),Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Data & Analytics,The AI Ready Data Cloud,BigQuery,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Data & Analytics,The AI Ready Data Cloud,Dataflow,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Data & Analytics,The AI Ready Data Cloud,Looker,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Databases,The AI Ready Data Cloud,Cloud SQL,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,1,1,🟢 Ready (1 profiles)
Consiti (Consultoría y Soluciones Informáticas),Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,1,,1,🟢 Ready (1 profiles)
Consiti (Consultoría y Soluciones Informáticas),Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Security,Agentic Defense with Google Security,Security Command Center,,1,1,🟢 Ready (1 profiles)
Consiti (Consultoría y Soluciones Informáticas),Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
Consiti (Consultoría y Soluciones Informáticas),Security,Secure Innovation with Google Cloud,Cloud Security,1,,1,🟢 Ready (1 profiles)
Consiti (Consultoría y Soluciones Informáticas),Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
Devaid SPA,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
Devaid SPA,Application Modernization,"Migrate, Modernize and Build",Cloud Run,,,,⚪ No Active Demand
Devaid SPA,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,⚪ No Active Demand
Devaid SPA,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,1,1,2,🟢 Ready (2 DRP / 1 wkls)
Devaid SPA,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
Devaid SPA,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
Devaid SPA,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
Devaid SPA,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
Devaid SPA,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,,1,1,🟢 Ready (1 DRP / 1 wkls)
Devaid SPA,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,,1,1,🟢 Ready (1 DRP / 1 wkls)
Devaid SPA,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,,,⚪ No Active Demand
Devaid SPA,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,,1,1,🟡 Constrained (1 DRP / 14 wkls)
Devaid SPA,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,,1,1,🟡 Constrained (1 DRP / 3 wkls)
Devaid SPA,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,8,3,11,🟢 Ready (11 profiles)
Devaid SPA,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,3,5,8,🟢 Ready (8 profiles)
Devaid SPA,Data & Analytics,The AI Ready Data Cloud,BigQuery,8,3,11,🟢 Ready (11 DRP / 6 wkls)
Devaid SPA,Data & Analytics,The AI Ready Data Cloud,Dataflow,3,5,8,🟢 Ready (8 profiles)
Devaid SPA,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
Devaid SPA,Data & Analytics,The AI Ready Data Cloud,Looker,1,1,2,🟢 Ready (2 DRP / 1 wkls)
Devaid SPA,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Devaid SPA,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
Devaid SPA,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
Devaid SPA,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Devaid SPA,Databases,The AI Ready Data Cloud,Cloud SQL,,,,⚪ No Active Demand
Devaid SPA,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
Devaid SPA,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,1,,1,🟢 Ready (1 profiles)
Devaid SPA,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
Devaid SPA,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
Devaid SPA,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,,,⚪ No Active Demand
Devaid SPA,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,,,,⚪ No Active Demand
Devaid SPA,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
Devaid SPA,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
Devaid SPA,Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
Devaid SPA,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
Devaid SPA,Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
Devaid SPA,Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
MadeinWeb S/A,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
MadeinWeb S/A,Application Modernization,"Migrate, Modernize and Build",Cloud Run,,,,⚪ No Active Demand
MadeinWeb S/A,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,🔴 Gap (0 DRP / 2 wkls)
MadeinWeb S/A,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,2,2,🟡 Constrained (2 DRP / 9 wkls)
MadeinWeb S/A,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
MadeinWeb S/A,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
MadeinWeb S/A,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
MadeinWeb S/A,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
MadeinWeb S/A,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,4,,4,🟡 Constrained (4 DRP / 9 wkls)
MadeinWeb S/A,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,4,,4,🟢 Ready (4 profiles)
MadeinWeb S/A,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,1,2,3,🟢 Ready (3 profiles)
MadeinWeb S/A,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,4,,4,🟡 Constrained (4 DRP / 16 wkls)
MadeinWeb S/A,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,4,,4,🟢 Ready (4 DRP / 1 wkls)
MadeinWeb S/A,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,,,,⚪ No Active Demand
MadeinWeb S/A,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,,,⚪ No Active Demand
MadeinWeb S/A,Data & Analytics,The AI Ready Data Cloud,BigQuery,,,,🔴 Gap (0 DRP / 4 wkls)
MadeinWeb S/A,Data & Analytics,The AI Ready Data Cloud,Dataflow,,,,⚪ No Active Demand
MadeinWeb S/A,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
MadeinWeb S/A,Data & Analytics,The AI Ready Data Cloud,Looker,,,,⚪ No Active Demand
MadeinWeb S/A,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
MadeinWeb S/A,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
MadeinWeb S/A,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
MadeinWeb S/A,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,🔴 Gap (0 DRP / 1 wkls)
MadeinWeb S/A,Databases,The AI Ready Data Cloud,Cloud SQL,,,,⚪ No Active Demand
MadeinWeb S/A,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
MadeinWeb S/A,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
MadeinWeb S/A,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
MadeinWeb S/A,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
MadeinWeb S/A,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,,,⚪ No Active Demand
MadeinWeb S/A,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,,,,⚪ No Active Demand
MadeinWeb S/A,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
MadeinWeb S/A,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
MadeinWeb S/A,Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
MadeinWeb S/A,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
MadeinWeb S/A,Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
MadeinWeb S/A,Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
TIVIT COLOMBIA S A S,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
TIVIT COLOMBIA S A S,Application Modernization,"Migrate, Modernize and Build",Cloud Run,,1,1,🟢 Ready (1 profiles)
TIVIT COLOMBIA S A S,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,⚪ No Active Demand
TIVIT COLOMBIA S A S,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,,,🔴 Gap (0 DRP / 2 wkls)
TIVIT COLOMBIA S A S,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
TIVIT COLOMBIA S A S,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
TIVIT COLOMBIA S A S,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
TIVIT COLOMBIA S A S,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
TIVIT COLOMBIA S A S,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,1,1,2,🟢 Ready (2 profiles)
