Partner Name,Customer Account Name,Account Tier,Workload Name,Opportunity Name,Expert Requests,Customer Sub Region,Customer Micro Region,Primary Workload Pillar,Workload Progress,Begin Migration Date,Production Date,Annual Gross Revenue (ARR USD)
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPLjQAO/view"", ""Centro de Compensacion Automatizado S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009duolOAA/view"", ""CCA Vertex AI para desarrollo"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NftrQIAR/view"", ""CCA Iniciativas AI"")",,Corporate,MCO CORP SUR,Build with AI,0-2: Tech Eval/Solution Dev,2026-09-09,2026-11-25,"105,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPLjQAO/view"", ""Centro de Compensacion Automatizado S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dumgOAA/view"", ""Seguridad ambiente productivo CCA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Nfs0eIAB/view"", ""CCA Seguridad ambientes productivos"")",,Corporate,MCO CORP SUR,Security,0-2: Tech Eval/Solution Dev,2026-11-19,2027-03-18,"85,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPLjQAO/view"", ""Centro de Compensacion Automatizado S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dunOOAQ/view"", ""Data Analytics CCA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NfshjIAB/view"", ""CCA Data Analytics"")",,Corporate,MCO CORP SUR,Analytics,0-2: Tech Eval/Solution Dev,2026-09-02,2026-11-25,"65,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001huogrQAA/view"", ""Almacenes Exito S.A"")",1,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082K8xOAE/view"", ""OCR Grupo Exito"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NOFZNIA5/view"", ""Grupo Exito OCR #Vertex #Digitalización de facturas con IA"")",,MCO,Colombia,Migrate Modernize and Build,4.3: Migrated/Implemented,2026-05-29,2026-07-13,"6,468.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMxFUQA0/view"", ""Mudango"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tKspOAE/view"", ""Incremental Revenue Axmos"")",,,Corporate,MCO CORP SUR,,4.3: Migrated/Implemented,2025-08-20,2025-09-01,"24,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M0000202KgkQAE/view"", ""KOBA Colombia SAS"")",1,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tCMGOA2/view"", ""Analítica D1: Cambio data bricks"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JLh4UIAT/view"", ""KOBA Colombia SAS/ $1,546,000 TCV/3 YR"")",,MCO,Colombia,Migrate Modernize and Build,4.2: Ramping / Deliver,2026-05-27,2026-08-31,"100,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPMWQA4/view"", ""Cencosud S.A."")",1,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082FpIOAU/view"", ""Cencosud - OCI to GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JaIBdIAN/view"", ""Cencosud S.A./ $11M TCV/5YRS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000thyiKAA/view"", ""ER-436369"")",MCO,Chile,Migrate Modernize and Build,4.2: Ramping / Deliver,2025-09-29,2026-11-30,"739,990.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001httsZQAQ/view"", ""GTD Grupo Teleductos S.A."")",1,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oYqHOAU/view"", ""Agentspace 200 seats"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JfQ5RIAV/view"", ""GTD - Agentspace #500 seats"")",,MCO,Chile,Build with AI,4.3: Migrated/Implemented,2025-08-07,2025-09-01,"47,998.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hiqrTQAQ/view"", ""Intercorp Peru Ltd."")",1,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006Mb55OAC/view"", ""SIP - Agora migration and launch for finance"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KhdhEIAR/view"", ""Financiera Oh Agora Migration (Finance)"")",,MCO,EM (PE/EC),Migrate Modernize and Build,4.2: Ramping / Deliver,2026-04-20,2026-09-01,"150,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hunVBQAY/view"", ""GRUPO BOLIVAR S A"")",1,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MaT6OAK/view"", ""Seguros Bolivar - Asistente Indemnizaciones"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KhY5iIAF/view"", ""SEGUROS BOLIVAR - ASISTENTE INDEMNIZACIONES - 100K USD ACV #LLM"")","ER-477335, ER-402272",MCO,Colombia,Build with AI,4.2: Ramping / Deliver,2026-02-27,2026-05-29,"100,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hd6LDQAY/view"", ""TERPEL"")",1,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MaNNOA0/view"", ""Terpel - DB Migration program - SQL Server to CloudSQL"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KhXEUIA3/view"", ""Terpel DB Migration program - SQL Server to CloudSQL"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000PSoaKAG/view"", ""ER-477345"")",MCO,Colombia,Migrate and Modernize Databases,3:  Proposal / Negotiation,2026-08-28,2026-11-18,"135,405.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRudBQAS/view"", ""Tenpo SpA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oWeTOAU/view"", ""Tenpo -  SCC Premium"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000LhzarIAB/view"", ""Tenpo B2C#GCP#Cloud Identity Migration"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000001189WKAQ/view"", ""ER-395703"")",Corporate,MCO CORP SUR,Security,4.3: Migrated/Implemented,2026-03-10,2026-04-29,"25,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001httsZQAQ/view"", ""GTD Grupo Teleductos S.A."")",1,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006Ma9VOAS/view"", ""[GTD] - AI Tender Analysis con Axmos #Agentspace"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000M2hHsIAJ/view"", ""GTD - AI Tender Analysis"")",,MCO,Chile,Build with AI,4.3: Migrated/Implemented,2025-11-03,2026-03-09,"5,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M0000202KgkQAE/view"", ""KOBA Colombia SAS"")",1,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009t1q7OAA/view"", ""Infra D1: Cambio y optimizacion AWS y Claro"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JLh4UIAT/view"", ""KOBA Colombia SAS/ $1,546,000 TCV/3 YR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000tCkzKAE/view"", ""ER-365050"")",MCO,Colombia,Migrate Modernize and Build,4.2: Ramping / Deliver,2026-04-01,2026-08-31,"158,175.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPMWQA4/view"", ""Cencosud S.A."")",1,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082BViOAM/view"", ""Cencosud Windows Licenses"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JaIBdIAN/view"", ""Cencosud S.A./ $11M TCV/5YRS"")",,MCO,Chile,Migrate Modernize and Build,4.2: Ramping / Deliver,2025-08-30,2026-11-30,"124,560.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPMWQA4/view"", ""Cencosud S.A."")",1,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009t11iOAA/view"", ""Cencosud - Oracle on GCE #ORACLE WL #Q3RevAcc"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JaIBdIAN/view"", ""Cencosud S.A./ $11M TCV/5YRS"")","ER-442691, ER-467911",MCO,Chile,Migrate Modernize and Build,4.2: Ramping / Deliver,2025-08-01,2026-08-31,"526,747.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001huogrQAA/view"", ""Almacenes Exito S.A"")",1,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009sxsfOAA/view"", ""Almacenes Exito AlloyDB SIRE"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZ8mCIAT/view"", ""Almacenes Exito AlloyDB SIRE"")",,MCO,Colombia,Migrate and Modernize Databases,4.3: Migrated/Implemented,2025-05-01,2025-06-09,"96,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hefCEQAY/view"", ""Chazki"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf00000829NwOAI/view"", ""Chazki - Azure to GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KpCE1IAN/view"", ""CHAZKI CLOUD CONSOLIDATION (AWS+Azure) #INFRAMOD"")",,Corporate,MCO CORP CCA,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-08-04,2025-10-27,"15,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPLjQAO/view"", ""Centro de Compensacion Automatizado S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MUJKOA4/view"", ""parter interconnect - PIT"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Kglv2IAB/view"", ""CCA - Partner inteconnect"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000LbtxKAC/view"", ""ER-353359"")",Corporate,MCO CORP SUR,Networking,4.3: Migrated/Implemented,2025-03-27,2025-03-30,"18,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htuQPQAY/view"", ""AD Retail S.A."")",1,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082874OAA/view"", ""[AD RETAIL] - Integracion la polar proyecto DWH"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9PECIA3/view"", ""ABC - Commit 2024"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000H5AIKA0/view"", ""ER-350709"")",MCO,Chile,Analytics,4.3: Migrated/Implemented,2025-05-22,2026-01-19,"20,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRudBQAS/view"", ""Tenpo SpA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006A8kDOAS/view"", ""Managed Database Tenpo"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JBvL8IAL/view"", ""Tenpo Database Migration Azure SQL to Manage Database #LAM"")",,Corporate,MCO CORP SUR,Migrate and Modernize Databases,4.3: Migrated/Implemented,2025-02-20,2025-04-20,"240,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h51HiQAI/view"", ""National Commercial Bank Jamaica Limited"")",1,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009ssEuOAI/view"", ""NCB - Lynk MS Azure to GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000M3vRkIAJ/view"", ""NCB - Lynk Azure to GCP migration"")","ER-384584, ER-388772, ER-504119",Corporate,MCO CORP CCA,Migrate Modernize and Build,3:  Proposal / Negotiation,2026-08-10,2026-09-15,"150,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hhjPzQAI/view"", ""Empresa Nacional de Telecomunicaciones Sociedad Anonima"")",1,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006A8STOA0/view"", ""Gestion de tickets Entel"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JMm95IAD/view"", ""[Entel S.A.] - AI/ML - GenAI gestion de tickets #MCO #OC_GENAI"")",,MCO,Chile,Customer Engagement,4.3: Migrated/Implemented,2025-01-29,2025-03-07,"36,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hiqrTQAQ/view"", ""Intercorp Peru Ltd."")",1,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009srT0OAI/view"", ""InRetail Exit Vtex - Migration to GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Kh6fRIAR/view"", ""Unificación ecommerce InRetail"")",,MCO,EM (PE/EC),Migrate Modernize and Build,4.2: Ramping / Deliver,2026-07-31,2027-03-15,"200,000.00"
